Start  Time: 2020/10/02, 16:10:42.634
Export Time: 2020/10/02, 16:11:46.357
Min  (dBA):   67.0
Max  (dBA):   70.4
Peak (dBA):   73.6
Avg  (dBA):   68.1
TWA  (dBA):   0.0
Dose (%):    0.0

Recorded Value (dBA),Response Time (seconds)
67.7,0.2
67.0,0.2
67.6,0.2
67.7,0.2
68.1,0.2
67.5,0.2
67.4,0.2
67.4,0.2
67.0,0.2
68.0,0.2
68.0,0.2
68.1,0.2
67.0,0.2
67.8,0.2
67.9,0.2
68.1,0.2
68.4,0.2
67.9,0.2
67.8,0.2
67.6,0.2
67.5,0.2
68.0,0.2
67.9,0.2
67.8,0.2
68.0,0.2
68.1,0.2
67.8,0.2
67.8,0.2
68.1,0.2
67.1,0.2
67.6,0.2
67.6,0.2
67.3,0.2
67.9,0.2
67.9,0.2
67.7,0.2
68.3,0.2
67.8,0.2
68.3,0.2
67.5,0.2
68.2,0.2
67.5,0.2
68.0,0.2
68.1,0.2
67.8,0.2
68.1,0.2
67.9,0.2
67.8,0.2
68.0,0.2
67.8,0.2
68.3,0.2
68.0,0.2
67.9,0.2
67.6,0.2
67.5,0.2
68.3,0.2
68.2,0.2
68.0,0.2
68.1,0.2
68.0,0.2
68.2,0.2
67.9,0.2
68.3,0.2
67.8,0.2
67.9,0.2
67.5,0.2
67.5,0.2
67.6,0.2
68.3,0.2
68.7,0.2
68.4,0.2
67.5,0.2
68.1,0.2
68.3,0.2
68.5,0.2
68.1,0.2
69.0,0.2
68.9,0.2
68.3,0.2
67.5,0.2
69.1,0.2
68.5,0.2
68.1,0.2
69.2,0.2
68.3,0.2
67.9,0.2
68.4,0.2
69.7,0.2
68.9,0.2
68.7,0.2
68.1,0.2
67.3,0.2
67.8,0.2
67.9,0.2
67.9,0.2
68.0,0.2
68.3,0.2
67.8,0.2
68.3,0.2
67.9,0.2
67.7,0.2
67.5,0.2
67.7,0.2
68.2,0.2
68.7,0.2
68.1,0.2
68.0,0.2
68.2,0.2
68.1,0.2
68.5,0.2
68.3,0.2
67.9,0.2
67.9,0.2
67.9,0.2
68.1,0.2
68.2,0.2
67.8,0.2
68.4,0.2
67.8,0.2
68.1,0.2
68.0,0.2
68.8,0.2
68.2,0.2
68.1,0.2
67.7,0.2
68.1,0.2
67.9,0.2
68.2,0.2
68.5,0.2
68.2,0.2
68.1,0.2
68.0,0.2
68.2,0.2
67.3,0.2
67.8,0.2
68.4,0.2
67.6,0.2
67.8,0.2
68.0,0.2
67.8,0.2
67.6,0.2
67.6,0.2
67.5,0.2
68.2,0.2
67.9,0.2
68.1,0.2
68.1,0.2
68.4,0.2
67.5,0.2
68.4,0.2
67.9,0.2
68.2,0.2
68.2,0.2
68.3,0.2
68.7,0.2
67.2,0.2
67.9,0.2
68.2,0.2
68.4,0.2
68.1,0.2
68.5,0.2
67.6,0.2
68.2,0.2
67.5,0.2
67.8,0.2
68.6,0.2
68.4,0.2
68.0,0.2
68.8,0.2
68.1,0.2
69.0,0.2
68.1,0.2
68.2,0.2
67.9,0.2
67.9,0.2
68.3,0.2
68.2,0.2
68.9,0.2
68.4,0.2
67.7,0.2
68.0,0.2
68.0,0.2
67.9,0.2
68.0,0.2
68.1,0.2
67.7,0.2
68.4,0.2
67.5,0.2
67.7,0.2
67.7,0.2
67.6,0.2
68.4,0.2
68.9,0.2
68.0,0.2
68.6,0.2
68.5,0.2
67.9,0.2
67.7,0.2
68.2,0.2
68.0,0.2
68.6,0.2
68.2,0.2
68.5,0.2
68.0,0.2
67.7,0.2
68.4,0.2
67.8,0.2
68.1,0.2
68.3,0.2
67.8,0.2
67.7,0.2
68.0,0.2
67.1,0.2
68.2,0.2
68.4,0.2
67.6,0.2
68.1,0.2
67.8,0.2
68.7,0.2
68.4,0.2
68.1,0.2
68.3,0.2
68.0,0.2
67.8,0.2
68.5,0.2
67.3,0.2
68.1,0.2
68.6,0.2
68.0,0.2
68.4,0.2
68.3,0.2
69.0,0.2
68.5,0.2
68.2,0.2
68.6,0.2
68.4,0.2
67.7,0.2
68.6,0.2
68.2,0.2
69.0,0.2
68.8,0.2
70.4,0.2
70.2,0.2
69.1,0.2
69.0,0.2
69.1,0.2
68.4,0.2
67.9,0.2
67.5,0.2
68.0,0.2
68.2,0.2
68.3,0.2
68.7,0.2
68.2,0.2
68.0,0.2
68.3,0.2
68.6,0.2
68.6,0.2
69.1,0.2
68.1,0.2
67.8,0.2
68.0,0.2
68.2,0.2
68.7,0.2
68.5,0.2
68.0,0.2
68.6,0.2
68.3,0.2
68.3,0.2
68.7,0.2
68.1,0.2
68.7,0.2
68.6,0.2
68.5,0.2
68.0,0.2
68.7,0.2
69.0,0.2
68.3,0.2
68.2,0.2
68.1,0.2
68.2,0.2
68.0,0.2
68.7,0.2
68.6,0.2
68.3,0.2
68.2,0.2
67.7,0.2
68.2,0.2
